Tweet,Geo,Location
RT @BCart_Ph: We can't give any details sa price since hindi pa namin alam but for sure buyers you can dm us na po for slots if you want. H…,,svtstro's pocket
"LFB/WTS PH GO ITZY - Album [GUESS WHO]
✅Directly from ktown4u
✅All inclusions stated
✅Counted in Hanteo chart
✅NORMAL ETA
✅DOP: April10
P670 + ISF &amp; LSF
SET: P2000
Form: https://t.co/wWEmWLOCSq
#00HourPH_GO #00HourPH_Preorder https://t.co/iMo3PZihNq",,"DTI REG: Soon! | QC, PH"
@INCWestBengal Congress be mindful INC principle enemy is TMC it is Mamata who has severely damaged congress vote base and is helping ally BJP become strong in Bengal. congress strongly fight election to defeat corrupt despotic TMC.,,mumbai
RT @SwitchONIndia: @AITCofficial @BJPBengal @CPIM_WESTBENGAL @INCWestBengal Citizens are demanding concrete action to tackle the pressing i…,,India
RT @BPSinghINC_: Had a public meeting for our Bishnupur Assembly candidate Debu Chatterjee at District Bankura. INC alliance is fighting el…,,"Amethi, India"
"RT @NENowNews: While addressing an election rally in Dhalai district on Sunday, Deb asked the party workers and state BJP leaders not to th…",,"Guwahati, India"
"LFB/WTS PH GO ASTRO - Album Vol.2 [All Yours]
✅Directly from ktown4u
✅All inclusions stated
✅Counted in Hanteo chart
✅NORMAL ETA
✅DOP: April1
P890 + ISF &amp; LSF
SET: P2650
Form: https://t.co/LKWfTSesli
#00HourPH_GO #00HourPH_Preorder https://t.co/9mPTQUsPeO",,"DTI REG: Soon! | QC, PH"
"RT @CPIM_WESTBENGAL: Glimpses of the campaign at Ballygunge AC in support of #SanjuktaMorcha supported CPIM candidate @fuadhalim
Defeat the…",,
"@Swaradindu1990 @sujitkul03 @CPIM_WESTBENGAL @salimdotcomrade #Tumpa
T - typical
U - Uncultured
M- Marxist
P - people's
A - Association",,🌐
"RT @PurpleStellarPH: WTS/LFB PH GO | #PStellarGO

BTS BE Deluxe Edition Lucky Draw Event
from BTS Japan Official Shop

💰 2350php + ISF + LS…",,10시 13분
"RT @PurpleStellarPH: WTS/LFB PH GO | #PStellarGO

BTS BE Deluxe Edition Lucky Draw Event
from BTS Japan Official Shop

💰 2350php + ISF + LS…",,
"People of Bengal feel betrayed as their leader @RahulGandhi is not coming. They are waiting for free electricity, water, money announcements. Please come fast. @CPIM_WESTBENGAL @INCIndia @BJP4India",,
RT @LocalFocus1: ISF conducted search and arrest operations in Jerusalem Old City; At least 10 Palestinians were arrested,,Western Negev 9 kms from Gaza
"RT @InsideTheSGhosh: Fill in the blank!! @BJP4Bengal @AITCofficial @CPIM_WESTBENGAL

#BengalElections2021 #BanglaNijerMeyekeiChay #Bengal
#…",,habra
"RT @ra_saravanan: Dear electorate of #Muthialpet, I appeal before you to vote for CPIM. We will uplift &amp; defend the rights of the oppressed…",,
"RT @wabthestocks: #WABToCart | PH GO
pls help rt 🥰

✨ BE Deluxe Album with Lucky Draw PC (JAPAN FC) ✨

– 2,550php + ISF + LSF
– NORMAL ETA…",,she/her |  minor :)
"RT @PurpleStellarPH: WTS/LFB PH GO | #PStellarGO

BTS BE Deluxe Edition Lucky Draw Event
from BTS Japan Official Shop

💰 2350php + ISF + LS…",,
RT @Ajaykumar00009: @PrashantKishor @MahuaMoitra @INCWestBengal @CPIM_WESTBENGAL If You convince to SC ST OBC caste that BJP govt is #priva…,,Mars ke bazoo Ka planet
"RT @00hourph: LFB/WTS PH GO ASTRO - Album Vol.2 [All Yours]
✅Directly from ktown4u
✅All inclusions stated
✅Counted in Hanteo chart
✅NORMAL…",,🌻
"[2ND FULL ALBUM ""ALL YOURS"" RESERVATION]

✅1 ALBUM (Ktown4u) = 760
✅1 ALBUM (others) = 900
✅1 SET (sleeve case) = 2,700

➡️BDO, BPI, Gcash 
➡️Prices: No ISF &amp; LSF
➡️DOP: 04/05 (full or 70%)
04/15 (balance)

DM to reserve/inquire!🌟

#ASTRO #아스트로 #All_Yours #ASTROPHRESERVE https://t.co/yeugZOtmEO",,National Capital Region
"RT @00hourph: LFB/WTS PH GO ITZY - Album [GUESS WHO]
✅Directly from ktown4u
✅All inclusions stated
✅Counted in Hanteo chart
✅NORMAL ETA
✅DO…",,🌻
"Rally in support of CPIM candidate in Garhbeta assembly, Pashchim Medinipur. 
#BengalElections2021 https://t.co/VDNsq7SSQw",,
"RT @cpimspeak: Election campaign in Tami Nadu is on full swing with door to door campaigns, volunteer meetings and mass contact programs. C…",,"Vanves, France"
"RT @officialastroph: [2ND FULL ALBUM ""ALL YOURS"" RESERVATION]

✅1 ALBUM (Ktown4u) = 760
✅1 ALBUM (others) = 900
✅1 SET (sleeve case) = 2,70…",,
@CongressMykkudy @DrJayanThiyagu @BJP4India @INCIndia @IYC @INCTamilNadu @INCPuducherry @INCManipur @INCWestBengal @INCUttarPradesh @INCAssam @INCKarnataka @INCTelangana King of horse trading,,India
RT @Just4MG: Anyone wanted to join the auction for this? You'll pay the isf +lsf,,"manila, philippines"
"RT @CPIM_WESTBENGAL: Reach one each one!
Glimpses of the door to door campaign at Shalboni AC in  support of the #SanjuktaMorcha supported…",,
"RT @officialastroph: [2ND FULL ALBUM ""ALL YOURS"" RESERVATION]

✅1 ALBUM (Ktown4u) = 760
✅1 ALBUM (others) = 900
✅1 SET (sleeve case) = 2,70…",,
RT @Just4MG: Anyone wanted to join the auction for this? You'll pay the isf +lsf,,
"RT @InsideTheSGhosh: Fill in the blank!! @BJP4Bengal @AITCofficial @CPIM_WESTBENGAL

#BengalElections2021 #BanglaNijerMeyekeiChay #Bengal
#…",,"Kolkata, India"
"RT @officialastroph: [2ND FULL ALBUM ""ALL YOURS"" RESERVATION]

✅1 ALBUM (Ktown4u) = 760
✅1 ALBUM (others) = 900
✅1 SET (sleeve case) = 2,70…",,Republic of the Philippines
@mattaharis @DrJayanThiyagu @BJP4India @INCIndia @IYC @INCTamilNadu @INCPuducherry @INCManipur @INCWestBengal @INCUttarPradesh @INCAssam @INCKarnataka @INCTelangana No Democracy killer,,🇮🇳 
"Thank you Mr. Amit for your valuable feedback.

#client #clientdiaries #testimonials #success #education #CPIM #Knowledge #SCMLearnings #supplychainmanagment #testimonial #scm #multinationalcompany #learning #UpliftyourCareer #onlineclasses https://t.co/JSqccCCmV6",,"Mumbai, India"
"RT @AdritaDutta_07: Pic 1: Election campaign of Com. Shuvam Banarjee #SanjuktaMorcha supported CPI Candidate from Sonarpur South, West Beng…",,"West Bengal, India "
"RT @Rajbirrohilla: Batla House encounter: Left-liberals declared it fake.

Sonia Gandhi cried. CPIM &amp; Kejriwal raised questions

Jamia Univ…",,Dhamtari | Chhattisgarh 
RT @INCWestBengal: Information of @INCWestBengal candidates with pending criminal cases. https://t.co/ObPt6C8tDR,,"Karnataka, India"
"PH GO | ASTRO - Signed All Yours Album from Mwave
for @offclASTRO 💌

🏷️ 1850 PHP + ISF + LSF
✅ Signed by All Members
🗓️ DOO &amp; DOP: April 17, 2021
✈️ under Fast ETA (via UPS)
💛 with freebies from us

🖇️ To order, fill-up: https://t.co/sCu5U9AZcz
[ #MSPHGOs #ASTRO #아스트로 ] https://t.co/vnaZAPuLlC",,Bulacan
RT @coolfunnytshirt: What??? Most secular liberal feminist parties were not letting you enter in the state of highest number of liberal int…,,"Bihar, India"
"RT @Ash_Rokzz23: Left Cong ISF according to some Ediots is cutting BJP votes but see who is getting crowds.

Abbas Siddiqui who is communal…",,
@amitmalviya 2019 BJP ko CPIM ka bheek mila tha..they wanted to vote against DIDI isbaar uss vote bank se sirf 25% milega,,India
"RT @Ash_Rokzz23: Left Cong ISF according to some Ediots is cutting BJP votes but see who is getting crowds.

Abbas Siddiqui who is communal…",,"वाराणसी, भारत"
"If you allow illigal migrants from other side of the border, they will speak such things. TMC &amp; left is responsible for this.",,"Guwahati, India"
"RT @meerajit: @INCIndia @INCAssam @INCWestBengal
@MahuaMoitra

Please use this opinion of judicial luminary to blast the @BJP4India 
in the…",,"Pune, India"
@BanglaRepublic Where were CPIM for last 10yrs?????,,
"RT @AdritaDutta_07: Pic 1: Election campaign of Com. Shuvam Banarjee #SanjuktaMorcha supported CPI Candidate from Sonarpur South, West Beng…",,"West Bengal, India "
RT @LocalFocus1: ISF conducted search and arrest operations in Jerusalem Old City; At least 10 Palestinians were arrested,,
@INCNainta @AnitChoudhary72 @VivekBharti_ @BhavikaKapoor5 @MonikaSinghSays @Jhon__Don @babasonu01 @ssspanday50 @Pritiyadavvns @SaniyaKhan_TMC @INCIndia @RahulGandhi @IYC @IYCBihar @IYCWestBengal @INCWestBengal @Pritisingh_INC @BarkhaS37691560 FB on @Harris_4Inc,,India
"RT @AdritaDutta_07: Pic 1: Election campaign of Com. Shuvam Banarjee #SanjuktaMorcha supported CPI Candidate from Sonarpur South, West Beng…",,"West Bengal, India "
"RT @SHOPDELLEPH: [#DellePHGO] BATCH 5
WTS LFB HELP RT

Free Albums📢

Cravity Unsealed Albums S3 / MCND

 ₱ 100 ea (isf) + LSF

Cravity
✓ 5…",,
@ijawsingleforum Sleep on dear Marvis....May God comfort the entire members of ISF and your loved ones.😭,,Nigeria
"RT @serenitymoonph: GIVEAWAY UNSEALED ALBUM OF YOUR CHOICE

Just pay for the isf 40-60 depende sa weight + lsf
📌Mechanics
-mbf
-rt and like…",,Marikina City
@chennithala @RahulGandhi He had a similar lively interaction with Stella Maris Chennai students in 2019 which changed the perception of many people who fell for the tarnishing done by BJP and the CPIM in Kerala.,,
"RT @praxpriya: Bengal has absorbed a lot of immigrants. If you were the only one to be kicked out, you know what a pathetic character you a…",,Bombay 
"RT @SanjuktaChoudh5: CPIM #Manifesto 

Separate ministry for migrant workers.

TMC #Manifesto

......

BJP #Manifesto

......

Choose your…",,"Jind, India"
"RT @serenitymoonph: GIVEAWAY UNSEALED ALBUM OF YOUR CHOICE

Just pay for the isf 40-60 depende sa weight + lsf
📌Mechanics
-mbf
-rt and like…",,magic shop🔮||vmin
RT @Subytweets: @chennithala @RahulGandhi He had a similar lively interaction with Stella Maris Chennai students in 2019 which changed the…,,India
RT @HarrisButt_INC: @INCNainta @AnitChoudhary72 @VivekBharti_ @BhavikaKapoor5 @MonikaSinghSays @Jhon__Don @babasonu01 @ssspanday50 @Pritiya…,,
RT @taslimanasreen: I was thrown out of West Bengal by CPIM in 2007 and was prevented from entering West Bengal by TMC since 2009. Will I b…,,"Mumbai, India"
"RT @Jinjiang2020: Countdown!

We look forward to seeing you soon for the upcoming 18th ISF #Gymnasiade in #Jinjiang on 16-23 October!

#ANT…",,International
"RT @CPIM_WESTBENGAL: Reach one each one!
Glimpses of the door to door campaign at Shalboni AC in  support of the #SanjuktaMorcha supported…",,"Mumbai, India"
"RT @allaboutcaratph: #aac_go 

AAC THE8 10P ARENA HOMME+ APRIL MAG PH GO

✅ Magazine - PHP: 450 (local sf not included)
✅ RELEASE: 03/26
✅…",,Quezon City | Est. Nov 2020
"RT @allaboutcaratph: #aac_go

COSMOPOLITAN KOREA MAGAZINE PH GO

Magazine: PHP 450 (LSF not inclu)
RELEASE: 04/04
ETA: Normal ETA (3-4 week…",,Quezon City | Est. Nov 2020
"RT @Mrinmoy55326573: If you allow illigal migrants from other side of the border, they will speak such things. TMC &amp; left is responsible fo…",,"Kolkata, India"
"RT @allaboutcaratph: #aac_go 

AAC THE8 10P ARENA HOMME+ APRIL MAG PH GO

✅ Magazine - PHP: 450 (local sf not included)
✅ RELEASE: 03/26
✅…",,
"RT @AwakenedSanata1: @AskAnshul Kerala : KT Sulaiman #Haji  a CPIM backed Candidate in Kondotty 
🔻
has H|DDEN the Details of his 2nd #wife…",,"New Delhi, India"
"What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji (hafta), Maharashtra is doing it now. We should totally thank @CPIM_WESTBENGAL and TMC for such visionary thoughts. #100CrorePerMonth",,Bombay
@SDey83 @CPIM_WESTBENGAL @cpimspeak @salimdotcomrade @DharDipsita @MayukhDuke @GANASHAKTI1 @ajoydasgupta @SUNDARmyth @mishra_surjya @Sujan_Speak Let them live in fool's paradise . May - 2 will show them a mirror .,,"Bokaro Steel City, India"
HarrisButt_INC: @INCNainta @AnitChoudhary72 @VivekBharti_ @BhavikaKapoor5 @MonikaSinghSays @Jhon__Don @babasonu01 @ssspanday50 @Pritiyadavvns @SaniyaKhan_TMC @INCIndia @RahulGandhi @IYC @IYCBihar @IYCWestBengal @INCWestBengal @Pritisingh_INC @BarkhaS37691560 FB on @Harris_4Inc,,"Himachal Pradesh, India"
"@SitaramYechury https://t.co/69RpPUUA2Q

A BJP leader visited Punnapra Vayalar and laid a wreath. CPIM &amp; Pinarayi are worried about this.
 This is what 70 crore Hindus said when a woman entered Sabarimala ..",,
RT @INCNainta: HarrisButt_INC: @INCNainta @AnitChoudhary72 @VivekBharti_ @BhavikaKapoor5 @MonikaSinghSays @Jhon__Don @babasonu01 @ssspanday…,,
"RT @HaridasKishore: Women takes the lead in writing on the walls for Com. MB Rajesh, CPIM candidate from Thrithala constituency, Palakkad d…",,UAS
"RT @INCWestBengal: .@INCIndia Incharge of @INCWestBengal, Shri @JitinPrasada will be on the campaign trail in West Bengal on 21st and 22nd…",,India
"RT @SaralPatel: Awesome video made by @INCWestBengal SM Volunteers.

It says: 

Khela Hobe, Khela Hobe
Bengal's future is being played arou…",,"Karnataka, India"
"RT @adijihopeshop: #adijihopeGO BTS BE Deluxe Lucky Draw Event Japan Fan Club (Batch 2)

price: 2450 php + ISF + LSF
DOP: 1000php by march…",,
"RT @cpimspeak: Election campaign in Tami Nadu is on full swing with door to door campaigns, volunteer meetings and mass contact programs. C…",,"Tirur, India"
"@vijayanpinarayi https://t.co/69RpPUUA2Q

A BJP leader visited Punnapra Vayalar and laid a wreath. CPIM &amp; Pinarayi are worried about this.
 This is what 70 crore Hindus said when a woman entered Sabarimala ..",,
RT @SwitchONIndia: @AITCofficial @BJPBengal @CPIM_WESTBENGAL @INCWestBengal Citizens are demanding concrete action to tackle the pressing i…,,"Bury St Edmunds, Suffolk, UK"
"RT @CPIM_WESTBENGAL: Reach one each one!
Glimpses of the door to door campaign at Shalboni AC in  support of the #SanjuktaMorcha supported…",,"Vijayawada, India "
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,"Hobart , 🇦🇺"
"RT @meerajit: @INCIndia @INCAssam @INCWestBengal
@MahuaMoitra

Please use this opinion of judicial luminary to blast the @BJP4India 
in the…",,"New Delhi, India"
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,
"RT @madsibsph: PH GO | ASTRO - Signed All Yours Album from Mwave
for @offclASTRO 💌

🏷️ 1850 PHP + ISF + LSF
✅ Signed by All Members
🗓️ DOO…",,
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,"Bengaluru, India"
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,Akhand Bharat
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,भारत
"Marxist Intolerance... Sabarimala Karma Samithi has been erecting  hoardings, like the one seen here, across Kerala against CPIM government's actions against Sabarimala Temple and devotees. Now these boards are being destroyed by Party workers with the help of the govt officials. https://t.co/ZX3i6vWr7X",,Cochin
@promzzz @CPIM_WESTBENGAL Haha... Well said 🤣,,"Mumbai, India"
"RT @cpimspeak: Election campaign in Tami Nadu is on full swing with door to door campaigns, volunteer meetings and mass contact programs. C…",,"kannur, Kerala, India "
